
Invoices Entry :9:26:43 AM Tuesday, July 20, 2021
=====================================================================Invoices=====================================================================================
InvoiceNo  20217944929  | DocDate   7/9/2021 12:41:37 PM  | Currency Code  ZWL  | Customer Number   PR7441524099   |Reference    41102  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
InvoiceNo  202172746384  | DocDate   7/27/2021 7:14:50 PM  | Currency Code  ZWL  | Customer Number   PR10375027621   |Reference    42127  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB005
InvoiceNo  202172746387  | DocDate   7/27/2021 7:10:34 PM  | Currency Code  ZWL  | Customer Number   PR44814127687   |Reference    42130  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SM002
InvoiceNo  202172746293  | DocDate   7/27/2021 6:45:14 PM  | Currency Code  ZWL  | Customer Number   PR136324613   |Reference    42063  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP004
InvoiceNo  202171945512  | DocDate   7/27/2021 6:09:24 PM  | Currency Code  ZWL  | Customer Number   PR20040927388   |Reference    41583  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  202172646271  | DocDate   7/27/2021 4:45:02 PM  | Currency Code  ZWL  | Customer Number   PR31694527340   |Reference    42054  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  202172746382  | DocDate   7/27/2021 4:16:37 PM  | Currency Code  ZWL  | Customer Number   PR33134427376   |Reference    42125  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB004
InvoiceNo  202161943799  | DocDate   7/27/2021 3:39:27 PM  | Currency Code  USD  | Customer Number   PR43987626678   |Reference    39887  | SubTotal   100     |total   $100  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GV002
InvoiceNo  202162544224  | DocDate   7/27/2021 3:37:55 PM  | Currency Code  USD  | Customer Number   PR40248026801   |Reference    40309  | SubTotal   100     |total   $100  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GF003
InvoiceNo  20217144549  | DocDate   7/27/2021 3:30:05 PM  | Currency Code  USD  | Customer Number   PR86841624554   |Reference    40683  | SubTotal   100     |total   $100  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  T202172746372648  | DocDate   7/27/2021 3:09:45 PM  | Currency Code  ZWL  | Customer Number   PR2585648   |Reference    773  | SubTotal   20000     |total   $20000  | SalesName   Praz Online Portal    Additional Info   SFI/INFO/CB/66/07/2021 Part Number  BIDBOND
InvoiceNo  T202172746373648  | DocDate   7/27/2021 3:08:34 PM  | Currency Code  ZWL  | Customer Number   PR2585648   |Reference    774  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   SFI/INF0/CB/66/07/2021 Part Number  ESTABLISHMENT FEE
InvoiceNo  T2021727463648073  | DocDate   7/27/2021 3:07:15 PM  | Currency Code  ZWL  | Customer Number   PR1564568073   |Reference    767  | SubTotal   127500     |total   $127500  | SalesName   Praz Online Portal    Additional Info   HRDC09/2021 Part Number  BIDBOND
InvoiceNo  T2021727463658073  | DocDate   7/27/2021 3:06:30 PM  | Currency Code  ZWL  | Customer Number   PR1564568073   |Reference    768  | SubTotal   28000     |total   $28000  | SalesName   Praz Online Portal    Additional Info   HRDC09/2021 Part Number  ESTABLISHMENT FEE
InvoiceNo  202172746375  | DocDate   7/27/2021 2:01:02 PM  | Currency Code  ZWL  | Customer Number   PR8824326174   |Reference    42118  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GG001
InvoiceNo  202172346068  | DocDate   7/27/2021 1:34:01 PM  | Currency Code  ZWL  | Customer Number   PR9344627578   |Reference    41930  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM002
InvoiceNo  202172746368  | DocDate   7/27/2021 1:31:58 PM  | Currency Code  ZWL  | Customer Number   PR9405014631   |Reference    42114  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB003
InvoiceNo  202142138858  | DocDate   7/27/2021 1:31:53 PM  | Currency Code  ZWL  | Customer Number   PR1842462155   |Reference    34901  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS002
InvoiceNo  T2021727463586370  | DocDate   7/27/2021 1:17:13 PM  | Currency Code  ZWL  | Customer Number   PR2043936370   |Reference    763  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   MOHCC-PCU-DP/013/2021 Part Number  CONTRACT FEE
InvoiceNo  T2021727463593317  | DocDate   7/27/2021 1:14:51 PM  | Currency Code  ZWL  | Customer Number   PR8730263317   |Reference    764  | SubTotal   127500     |total   $127500  | SalesName   Praz Online Portal    Additional Info   HRDC/02/2021 Part Number  BIDBOND
InvoiceNo  T2021727463613317  | DocDate   7/27/2021 1:11:26 PM  | Currency Code  ZWL  | Customer Number   PR8730263317   |Reference    765  | SubTotal   28000     |total   $28000  | SalesName   Praz Online Portal    Additional Info   HRDC/02/2021 Part Number  ESTABLISHMENT FEE
InvoiceNo  202142138911  | DocDate   7/27/2021 1:09:00 PM  | Currency Code  ZWL  | Customer Number   PR19776614983   |Reference    34963  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  ST001
InvoiceNo  T202173945  | DocDate   7/27/2021 1:07:29 PM  | Currency Code  USD  | Customer Number   PR93454026597   |Reference    40  | SubTotal   500     |total   $500  | SalesName   Praz Online Portal    Additional Info   CBTI 10-2021 Part Number  BIDBOND
InvoiceNo  202172746360  | DocDate   7/27/2021 1:01:35 PM  | Currency Code  ZWL  | Customer Number   PR71644827666   |Reference    42112  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SH002
InvoiceNo  202142138940  | DocDate   7/27/2021 1:01:06 PM  | Currency Code  ZWL  | Customer Number   PR4328023530   |Reference    34998  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SB005
InvoiceNo  202142238981  | DocDate   7/27/2021 12:58:06 PM  | Currency Code  ZWL  | Customer Number   PR90819518626   |Reference    35036  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC005
InvoiceNo  202172746357  | DocDate   7/27/2021 12:52:28 PM  | Currency Code  ZWL  | Customer Number   PR6695127669   |Reference    42111  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP005
InvoiceNo  T2021727463464609  | DocDate   7/27/2021 12:51:06 PM  | Currency Code  ZWL  | Customer Number   PR9684954609   |Reference    758  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   UBH/PSIP04/21 Part Number  SPOC
InvoiceNo  202172746356  | DocDate   7/27/2021 12:50:05 PM  | Currency Code  ZWL  | Customer Number   PR90543227676   |Reference    42110  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS001
InvoiceNo  202172646270  | DocDate   7/27/2021 12:44:07 PM  | Currency Code  ZWL  | Customer Number   PR53898827645   |Reference    42053  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS002
InvoiceNo  202172746332  | DocDate   7/27/2021 12:21:33 PM  | Currency Code  ZWL  | Customer Number   PR68285827622   |Reference    42094  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  ST005
InvoiceNo  T2021719455532884  | DocDate   7/27/2021 12:17:25 PM  | Currency Code  ZWL  | Customer Number   PR4314382884   |Reference    440  | SubTotal   40000     |total   $40000  | SalesName   Praz Online Portal    Additional Info   OPBC MSE 03 OF 2021 Part Number  CONTRACT FEE
InvoiceNo  202172646254  | DocDate   7/27/2021 12:16:43 PM  | Currency Code  ZWL  | Customer Number   PR61051627636   |Reference    42041  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SE001
InvoiceNo  202172746351  | DocDate   7/27/2021 12:15:25 PM  | Currency Code  ZWL  | Customer Number   PR72849127673   |Reference    42106  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SS002
InvoiceNo  202172746348  | DocDate   7/27/2021 12:08:41 PM  | Currency Code  ZWL  | Customer Number   PR84588427583   |Reference    42105  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GH001
InvoiceNo  T20217194561617073  | DocDate   7/27/2021 11:47:14 AM  | Currency Code  ZWL  | Customer Number   PR2056716685   |Reference    475  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   Zaka Devo/02/2020 Part Number  SPOC
InvoiceNo  202172746342  | DocDate   7/27/2021 11:42:34 AM  | Currency Code  ZWL  | Customer Number   PR51461527667   |Reference    42102  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC006
InvoiceNo  T20217274631913955  | DocDate   7/27/2021 11:36:34 AM  | Currency Code  ZWL  | Customer Number   PR85273113639   |Reference    748  | SubTotal   50000     |total   $50000  | SalesName   Praz Online Portal    Additional Info   GTC//03/2021 Part Number  BIDBOND
InvoiceNo  T2021727463382585  | DocDate   7/27/2021 11:34:13 AM  | Currency Code  ZWL  | Customer Number   PR4543972585   |Reference    755  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   UBH/PSIP04/2021 Part Number  SPOC
InvoiceNo  202172746321  | DocDate   7/27/2021 11:32:27 AM  | Currency Code  ZWL  | Customer Number   PR25972627663   |Reference    42080  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SI002
InvoiceNo  202172646161  | DocDate   7/27/2021 11:17:28 AM  | Currency Code  ZWL  | Customer Number   PR8467652060   |Reference    41992  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP003
InvoiceNo  T20217274632013955  | DocDate   7/27/2021 11:13:39 AM  | Currency Code  ZWL  | Customer Number   PR85273113639   |Reference    749  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   GTC/03/2021 Part Number  ESTABLISHMENT FEE
InvoiceNo  T20217274629218740  | DocDate   7/27/2021 11:08:27 AM  | Currency Code  ZWL  | Customer Number   PR15837218317   |Reference    735  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   CRDC/05/2021 Part Number  CONTRACT FEE
InvoiceNo  T20217274629618740  | DocDate   7/27/2021 11:06:52 AM  | Currency Code  ZWL  | Customer Number   PR15837218317   |Reference    738  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   CRDC/06/2021 Part Number  CONTRACT FEE
InvoiceNo  T20217274633518271  | DocDate   7/27/2021 11:03:59 AM  | Currency Code  ZWL  | Customer Number   PR79809917855   |Reference    753  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   UBHP/SIP04/2021 Part Number  SPOC
InvoiceNo  T20217274632910018  | DocDate   7/27/2021 11:00:41 AM  | Currency Code  ZWL  | Customer Number   PR7002010011   |Reference    751  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   OAG 15/2021 Part Number  SPOC
InvoiceNo  202142339090  | DocDate   7/27/2021 10:49:51 AM  | Currency Code  ZWL  | Customer Number   PR74480816248   |Reference    35156  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GA001
InvoiceNo  T2021727462992851  | DocDate   7/27/2021 10:43:05 AM  | Currency Code  ZWL  | Customer Number   PR2208612851   |Reference    741  | SubTotal   20000     |total   $20000  | SalesName   Praz Online Portal    Additional Info   SFI/INFO/CB/60/06/2021 Part Number  BIDBOND
InvoiceNo  T2021727463002851  | DocDate   7/27/2021 10:41:52 AM  | Currency Code  ZWL  | Customer Number   PR2208612851   |Reference    742  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   SFI/INFO/CB/60/06/2021 Part Number  ESTABLISHMENT FEE
InvoiceNo  T2021727463283483  | DocDate   7/27/2021 10:40:30 AM  | Currency Code  ZWL  | Customer Number   PR6676893483   |Reference    750  | SubTotal   212500     |total   $212500  | SalesName   Praz Online Portal    Additional Info   HRDC 02/2021-GRUMA Part Number  BIDBOND
InvoiceNo  T2021727463313483  | DocDate   7/27/2021 10:37:55 AM  | Currency Code  ZWL  | Customer Number   PR6676893483   |Reference    752  | SubTotal   40000     |total   $40000  | SalesName   Praz Online Portal    Additional Info   HRDC 02/2021-GRUMA Part Number  ESTABLISHMENT FEE
InvoiceNo  T2021727463124913  | DocDate   7/27/2021 10:32:27 AM  | Currency Code  ZWL  | Customer Number   PR6246814913   |Reference    746  | SubTotal   16000     |total   $16000  | SalesName   Praz Online Portal    Additional Info   UBHPSIP04/2021 Part Number  SPOC
InvoiceNo  202172346021  | DocDate   7/27/2021 10:29:27 AM  | Currency Code  ZWL  | Customer Number   PR43767014677   |Reference    41897  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP005
InvoiceNo  T2021727462959020  | DocDate   7/27/2021 10:15:51 AM  | Currency Code  ZWL  | Customer Number   PR2224379020   |Reference    737  | SubTotal   12000     |total   $12000  | SalesName   Praz Online Portal    Additional Info   SMCH/15/2021 Part Number  ESTABLISHMENT FEE
InvoiceNo  202172746324  | DocDate   7/27/2021 10:04:59 AM  | Currency Code  ZWL  | Customer Number   PR48692727659   |Reference    42084  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SM004
InvoiceNo  202172746323  | DocDate   7/27/2021 10:04:19 AM  | Currency Code  ZWL  | Customer Number   PR26739727589   |Reference    42083  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SC005
InvoiceNo  202172746322  | DocDate   7/27/2021 10:00:59 AM  | Currency Code  ZWL  | Customer Number   PR26739727589   |Reference    42082  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GS006
InvoiceNo  202172646259  | DocDate   7/27/2021 10:00:13 AM  | Currency Code  ZWL  | Customer Number   PR32698627639   |Reference    42043  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GM004
InvoiceNo  202142639305  | DocDate   7/27/2021 9:48:34 AM  | Currency Code  ZWL  | Customer Number   PR35190324785   |Reference    35364  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SL005
InvoiceNo  202172746316  | DocDate   7/27/2021 9:40:09 AM  | Currency Code  ZWL  | Customer Number   PR51798118976   |Reference    42075  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SI004
InvoiceNo  202172646160  | DocDate   7/27/2021 9:33:31 AM  | Currency Code  ZWL  | Customer Number   PR58784665   |Reference    41991  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GP005
InvoiceNo  202172746311  | DocDate   7/27/2021 9:31:29 AM  | Currency Code  ZWL  | Customer Number   PR16505027133   |Reference    42072  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  SP002
InvoiceNo  202142739430  | DocDate   7/27/2021 9:24:37 AM  | Currency Code  ZWL  | Customer Number   PR54674924122   |Reference    35488  | SubTotal   8000     |total   $8000  | SalesName   Praz Online Portal    Additional Info   SUPPLIER Part Number  GT002
